code,pk_id,like count,post,updatedAt,firtstmatch
B5iaPIEAtOB,9702158,3587,"New shoot for @vogue_wedding featuring @olaszwalek @nextmodels. Shot on the most beautiful day in Paris earlier this year

Editor @nakamura_mayumi
Styling by @rena_semba
Make Up by @deborahaltiziomakeup
Hair by @sandrinegarcia_mua_hair
Manicurist @audreycheri
Retouching by @studiodigitalspot
Production by @portrait_madame",2023-11-18 20:25:36,@vogue_wedding
B5kzf2BgxBA,9702158,1675,"Let’s talk about content! Here’s what my online course ‘The Business Of Fashion Photography’ has in store for you. Scroll through to the second video to uncover the goodies that come with the course too

www.larajadebusiness.com

Also have you guys had a moment to listen to the podcast ‘The Art Of The Hustle’ yet? Take a look at the last feature in my stories!",2023-11-18 20:25:36,
B5sW39ZgxPW,9702158,3123,"New cover for @vogue_wedding 🖤featuring @olaszwalek. Shot on location in Paris

Editor @nakamura_mayumi
Styling by @rena_semba
Make Up by @deborahaltiziomakeup
Hair by @sandrinegarcia_mua_hair
Manicurist @audreycheri
Retouching by @studiodigitalspot
Production by @portrait_madame",2023-11-18 20:25:36,@vogue_wedding
B5vCyREgpMH,9702158,4116,This shoot was from the ‘Home Studio’ portion of my online course ‘The Business Of Fashion Photography’ & probably one of my favorite shots of the series! I am always drawn to black & white lately! What are you all working on before the holidays?,2023-11-18 20:25:36,
B5VLwo3goME,9702158,2841,"Loved shooting this for @vogue_wedding in Paris earlier this year! 🖤 The beautiful @olaszwalek wearing @maisonvalentino

Editor @nakamura_mayumi
Styling by @rena_semba
Make Up by @deborahaltiziomakeup
Hair by @sandrinegarcia_mua_hair
Manicurist @audreycheri
Retouching by @studiodigitalspot
Production by @portrait_madame",2023-11-18 20:25:36,@vogue_wedding
B5vMnYWghfF,9702158,6315,"Editorial for @glamour_sa featuring @jasminendaniels out today! LOVED creating this western themed shoot

Styling by @seppetirabassi 
Make Up by @deborahaltiziomakeup
Hair by @yukikotajima
Retouching by @solsticeretouch",2023-11-18 20:25:36,@glamour_sa
B5Xptgdg1ix,9702158,2980,"My favorite outtake from a shoot with @vogue_wedding - shot on location in Paris 
Model @olaszwalek 
Editor @nakamura_mayumi
Styling by @rena_semba
Make Up by @deborahaltiziomakeup
Hair by @sandrinegarcia_mua_hair
Manicurist @audreycheri
Retouching by @studiodigitalspot
Production by @portrait_madame",2023-11-18 20:25:36,@vogue_wedding
B5xvfCKA1LG,9702158,4225,"The beautiful @jasminendaniels 🌟wearing @fendi for @glamour_sa 
Styling by @seppetirabassi
Make Up by @deborahaltiziomakeup
Hair by @yukikotajima
Retouching by @solsticeretouch",2023-11-18 20:25:36,@jasminendaniels
B4C2AhCg0BF,9702158,1038,"When creating the concept for The Business Of Fashion Photography I wanted to create something unique and unlike any other photography class out there. There are countless creative classes out there featuring lighting, posing & workflow techniques but there is nothing on the BUSINESS of commercial photography! Wouldn’t you agree?

www.larajadebusiness.com

My new online course features over 11 hours of content! Learn how to find and pitch to your target clients, understand which steps you need to take to get your work published, price your work correctly, learn how to send estimates & effectively use social media to target the right clients and maximize brand awareness! Portrait photographers can highly benefit from this too - working with brands and magazines only enhance your portfolio & attract more clients!",2023-11-18 20:26:03,
B4Falt0ggRr,9702158,4383,"Special project with the inspiring @marie.louwes @newyorkmodels Make Up by @misuzumiyake, Hair by @yukikotajima, Retouching @doctorraw_retouching 🖤",2023-11-18 20:26:03,@marie.louwes
B4hulIPALsd,9702158,2625,"Outtake from a recent shoot for @mojeh_magazine. Model @zoeebarnard @imgmodels wearing @prada. I can’t wait to share the rest of this shoot with you all! Styling by @connie_berg, Make Up by @williamrmurphy, Hair by @yukikotajima, Retouching @studiodigitalspot",2023-11-18 20:26:03,@mojeh_magazine.
B4k1qTIgym8,9702158,5801,I couldn’t resist sharing another image from this shoot! The beautiful @zoeebarnard @imgmodels for @mojeh_magazine 🖤 I just love a simple black & white portrait with beautiful lighting! The amazing team that made this shoot happen is tagged.,2023-11-18 20:26:03,@zoeebarnard
B4kNr1Yg9ad,9702158,2362,"The beautiful @zoeebarnard for @mojeh_magazine. My last location shoot of the year! Styling by @connie_berg, Make Up by @williamrmurphy, Hair by @yukikotajima, Manicure @yukie_miyakawa_nails, Retouching @studiodigitalspot ⭐️",2023-11-18 20:26:03,@zoeebarnard
B4KnwYzAZ33,9702158,2828,"Major future face @lauvariane @newyorkmodels 🖤 Make Up by @misuzumiyake, Hair by @yukikotajima, Retouch @studiodigitalspot",2023-11-18 20:26:03,@lauvariane
B4NerfkgR91,9702158,5583,"Outtake of @lucyboynton1 for my @harpersbazaarmy cover story! Shot on location in London at @monkeyislandestate. Styling by @amyyasmine, Make Up by @pollyosmond, Hair by @leighkeateshair, Manicurist @robbietomkins, Retouch @doctorraw_retouching 🌹",2023-11-18 20:26:03,@lucyboynton1
B4nURIhgZAL,9702158,3884,"When artist @heather12ooney reached out to me earlier this year to shoot portraits of her, I jumped at the chance! Heather is an incredible ‘Photorealism’ artist & wanted to draw the portraits I took of her. Can you tell which is the drawing & which is the photo? Scroll through to see how she created this! Her work amazes me! Make Up & Hair done by the lovely @deborahaltiziomakeup. Heather is hosting her first solo exhibition in NY on Dec 5th! Head over to her page to find out the details!",2023-11-18 20:26:03,@heather12ooney
B4sIyRpAPIG,9702158,3059,"Beautiful miss @zoeebarnard @imgmodels for @mojeh_magazine, wearing @louisvuitton. I’m obsessed with black & white toning lately! Can you tell? Styling by @connie_berg, Make Up by @williamrmurphy, Hair by @yukikotajima, Manicurist @yukie_miyakawa_nails, Retouching @studiodigitalspot 🖤",2023-11-18 20:26:03,@zoeebarnard
B4ukjtigDq8,9702158,7049,"I’m on the cover of this month’s @professional_photo_mag in the UK! This was a magazine I read as a teenager & first started to experiment with photography so it’s surreal to think I’m now being featured on its pages! Editor Terry interviewed me some years ago so this feature is a follow up conversation - talking about my journey as a photographer and my current thoughts on the industry. If you grab a copy and give it a read, tag me in your stories! Would love to see how many of you still pick up a good old print magazine 🖤 Photo of me by my good friend @kristieleephotographer",2023-11-18 20:26:03,@professional_photo_mag
B4xHTzug_eo,9702158,4546,"New work for the Nov Issue if @mojeh_magazine featuring @zoeebarnard 🖤 Styling by @connie_berg, Make Up by @williamrmurphy, Hair by @yukikotajima, Manicurist @yukie_miyakawa_nails, Retouching @studiodigitalspot",2023-11-18 20:26:03,@mojeh_magazine
B4zzlL-AARC,9702158,5466,"Still love this shot of @itsmartadelcano - she has the best smile 🖤 Styling by @connie_berg, Make Up by @deborahaltiziomakeup, Hair by @_uncle__lee_, Retouching @monica_chamorro",2023-11-18 20:26:03,@itsmartadelcano
B3_-0A4AsjS,9702158,3747,"New shoot with the lovely @marie.louwes @newyorkmodels. Can you tell that I love shooting muted tones in the studio?! Make Up by @misuzumiyake, Hair by @yukikotajima, Retouching @doctorraw_retouching 🌙",2023-11-18 20:26:20,@marie.louwes
B34byOYAVWh,9702158,3214,"Special project with the inspiring @marie.louwes @newyorkmodels Make Up by @misuzumiyake, Hair by @yukikotajima, Retouching @doctorraw_retouching 🖤",2023-11-18 20:26:20,@marie.louwes
B37mCBGgLVv,9702158,3690,"Major future face @lauvariane stopped by my studio recently & this was the result! I’ve been obsessed shooting in black & white as of late. What are you currently inspired by? Make Up by @misuzumiyake, Hair by @yukikotajima, Retouching by @studiodigitalspot 🖤",2023-11-18 20:26:20,@lauvariane
B39d4ZpAiHP,9702158,2863,"A face like a painting.. the inspiring @marie.louwes dropped by my studio a few weeks ago and this was the result. Sometimes you just have to get in the studio & create and stop putting limitations in front of you! Make Up by @misuzumiyake, Hair by @yukikotajima, Retouching by @doctorraw_retouching",2023-11-18 20:26:20,@marie.louwes
B3etXWNAonO,9702158,2302,"The inspiring @lucyboynton1 for @harpersbazaarmy. Shot on location at @monkeyislandestate on one of the hottest days of the year! 
Styling by @amyyasmine, Make Up by @pollyosmond, Hair by @leighkeateshair, Manicurist @robbietomkins, Retouching @doctorraw_retouching. Love that this cover is promoting the pink project 🌸",2023-11-18 20:26:20,@lucyboynton1
B3hAjf4AMR8,9702158,4443,"Outtake from my shoot with @lucyboynton1 and @harpersbazaarmy. Love this shot taken on the grounds of @monkeyislandestate 🌸 Styling by @amyyasmine, Make Up by @pollyosmond, Hair by @leighkeateshair, Manicurist @robbietomkins, Retouching @doctorraw_retouching",2023-11-18 20:26:20,@lucyboynton1
B3jmNV0g-Ro,9702158,4404,"The beautiful @lucyboynton1 for @harpersbazaarmy. Styling by @amyyasmine, Make Up by @pollyosmond, Hair by @leighkeateshair, Manicurist @robbietomkins, Retouching @doctorraw_retouching 🖤",2023-11-18 20:26:20,@lucyboynton1
B3kQp6oge6R,9702158,4378,"I can’t believe it’s been over 3 months since ‘The Business Of Fashion Photography’ first launched! This is a project that I put my heart and soul into and a topic that I’ve wanted to go into depth on for years and I’m so happy to hear your great feedback so far! 
www.larajadebusiness.com

I wanted to address a common misconception since I shoot fashion and ‘fashion’ is in the name of the course. This course isn’t just for fashion photographers - portrait photographers can greatly benefit from many of the sections on this course! From marketing to business tips and in the 3 demo shoots themselves. There’s also a dedicated section for those in smaller markets and who want to start collaborating with brands and expand their editorial and commercial portfolio. If you’ve ever wanted to get your work published but don’t know how - I address everything there is to know about the editorial world in the course too. Published work only makes your work more desirable when you’re a portrait photographer!

Have you got the course or interested in owning it in the future? I’m interested to hear how it has helped you so far! 📸 by @kristieleephotographer",2023-11-18 20:26:20,@kristieleephotographer
